Nome/Dono;	URL;	Linguagem Primaria;	Numero da Issue;	Titulo da Issue;	Data de Criacao da Issue;	Data de Fechamento da Issue;	Data de Criacao do Repositorio;
JeffreySu/WeiXinMPSDK;	https://github.com/JeffreySu/WeiXinMPSDK;	C#;	9;	关于picURL;	2013-04-20T13:30:23Z;	2013-04-21T03:04:21Z;	2013-01-11T13:52:44Z;
JeffreySu/WeiXinMPSDK;	https://github.com/JeffreySu/WeiXinMPSDK;	C#;	11;	新的框架非常好用;	2013-05-14T08:56:46Z;	2013-05-14T13:05:18Z;	2013-01-11T13:52:44Z;
JeffreySu/WeiXinMPSDK;	https://github.com/JeffreySu/WeiXinMPSDK;	C#;	13;	关于自动应答上下文问题;	2013-08-19T09:52:20Z;	2013-08-28T14:13:09Z;	2013-01-11T13:52:44Z;
QL-Win/QuickLook;	https://github.com/QL-Win/QuickLook;	C#;	1;	Cannot start on Window 10;	2017-05-02T01:37:35Z;	2017-05-08T19:17:48Z;	2017-04-12T14:57:38Z;
QL-Win/QuickLook;	https://github.com/QL-Win/QuickLook;	C#;	2;	[Suggestion] Enable the key Escape to close the preview;	2017-05-02T07:00:49Z;	2017-05-02T07:02:02Z;	2017-04-12T14:57:38Z;
QL-Win/QuickLook;	https://github.com/QL-Win/QuickLook;	C#;	3;	BMP images are not shown;	2017-05-02T07:29:00Z;	2017-05-02T15:45:36Z;	2017-04-12T14:57:38Z;
QL-Win/QuickLook;	https://github.com/QL-Win/QuickLook;	C#;	4;	Support 3rd-party file commanders;	2017-05-02T11:45:52Z;	2017-05-15T08:12:21Z;	2017-04-12T14:57:38Z;
QL-Win/QuickLook;	https://github.com/QL-Win/QuickLook;	C#;	5;	DOCX and PPTX managed as Zip file in the preview instead the correct 'office' preview;	2017-05-02T15:57:14Z;	2017-05-02T16:17:46Z;	2017-04-12T14:57:38Z;
QL-Win/QuickLook;	https://github.com/QL-Win/QuickLook;	C#;	6;	File Info: Icon visualization is wrong! Too big;	2017-05-04T07:26:20Z;	2017-05-04T07:41:10Z;	2017-04-12T14:57:38Z;
QL-Win/QuickLook;	https://github.com/QL-Win/QuickLook;	C#;	7;	Does not work for excel documents;	2017-05-09T01:34:26Z;	2017-06-02T16:55:14Z;	2017-04-12T14:57:38Z;
QL-Win/QuickLook;	https://github.com/QL-Win/QuickLook;	C#;	9;	启动时出错;	2017-05-14T08:06:45Z;	2017-05-14T08:14:59Z;	2017-04-12T14:57:38Z;
QL-Win/QuickLook;	https://github.com/QL-Win/QuickLook;	C#;	10;	Installing via NSIS package;	2017-05-15T08:31:41Z;	2017-05-18T20:26:04Z;	2017-04-12T14:57:38Z;
QL-Win/QuickLook;	https://github.com/QL-Win/QuickLook;	C#;	11;	Known Bugs;	2017-05-16T07:48:28Z;	2017-07-21T12:23:41Z;	2017-04-12T14:57:38Z;
aspnet/Mvc;	https://github.com/aspnet/Mvc;	C#;	1;	Mvc sucks bro;	2014-01-16T01:39:17Z;	2014-01-16T05:38:54Z;	2013-12-12T03:54:00Z;
aspnet/Mvc;	https://github.com/aspnet/Mvc;	C#;	2;	Don't use Owin in the names (like IOwinRequest owinRequest);	2014-01-16T05:44:25Z;	2014-04-01T02:05:57Z;	2013-12-12T03:54:00Z;
aspnet/Mvc;	https://github.com/aspnet/Mvc;	C#;	6;	Reintroduce resources;	2014-02-04T01:08:19Z;	2014-02-24T17:51:19Z;	2013-12-12T03:54:00Z;
aspnet/Mvc;	https://github.com/aspnet/Mvc;	C#;	12;	Determine if we'd be able to consume either an AppName or root namespace;	2014-02-08T05:58:14Z;	2014-05-12T23:48:11Z;	2013-12-12T03:54:00Z;
aspnet/Mvc;	https://github.com/aspnet/Mvc;	C#;	25;	Use ServiceDesciptor pattern in Startup;	2014-02-25T05:51:02Z;	2014-03-06T01:09:18Z;	2013-12-12T03:54:00Z;
aspnet/Mvc;	https://github.com/aspnet/Mvc;	C#;	26;	Rename Mvc.Startup;	2014-02-25T05:53:18Z;	2014-03-03T07:29:49Z;	2013-12-12T03:54:00Z;
aspnet/Mvc;	https://github.com/aspnet/Mvc;	C#;	29;	Scan and remove //TODO from all the Repos;	2014-02-27T22:24:21Z;	2014-11-20T23:49:35Z;	2013-12-12T03:54:00Z;
aspnet/Mvc;	https://github.com/aspnet/Mvc;	C#;	30;	[ViewEngine] Determine a way to load the right type once a cshtml file is compiled;	2014-03-02T18:56:01Z;	2014-07-31T17:23:34Z;	2013-12-12T03:54:00Z;
aspnet/Mvc;	https://github.com/aspnet/Mvc;	C#;	34;	Do TypeDescriptors and MetadataTypeAttributes exist;	2014-03-03T23:17:10Z;	2014-07-31T17:55:17Z;	2013-12-12T03:54:00Z;
aspnet/Mvc;	https://github.com/aspnet/Mvc;	C#;	35;	ControllerActionInvoker or ReflectedActionInvoker;	2014-03-03T23:34:59Z;	2014-03-11T18:14:43Z;	2013-12-12T03:54:00Z;
HangfireIO/Hangfire;	https://github.com/HangfireIO/Hangfire;	C#;	1;	Sign assemblies with strong names;	2013-09-04T15:15:44Z;	2013-10-24T17:01:52Z;	2013-08-06T09:43:04Z;
HangfireIO/Hangfire;	https://github.com/HangfireIO/Hangfire;	C#;	2;	Handle absent worker types correctly;	2013-09-04T15:17:22Z;	2013-10-05T18:00:21Z;	2013-08-06T09:43:04Z;
HangfireIO/Hangfire;	https://github.com/HangfireIO/Hangfire;	C#;	3;	Save inner exceptions information;	2013-09-11T14:19:43Z;	2013-09-23T10:50:55Z;	2013-08-06T09:43:04Z;
HangfireIO/Hangfire;	https://github.com/HangfireIO/Hangfire;	C#;	4;	Add 'Retry all' button to the Failed Jobs page;	2013-10-05T18:05:50Z;	2013-11-01T10:46:43Z;	2013-08-06T09:43:04Z;
HangfireIO/Hangfire;	https://github.com/HangfireIO/Hangfire;	C#;	5;	Fix pagination display when there are a lot of pages;	2013-10-05T18:08:24Z;	2013-10-11T09:39:45Z;	2013-08-06T09:43:04Z;
HangfireIO/Hangfire;	https://github.com/HangfireIO/Hangfire;	C#;	6;	Use the <pre> element for job arguments in tables;	2013-10-05T18:09:55Z;	2013-10-11T09:46:08Z;	2013-08-06T09:43:04Z;
HangfireIO/Hangfire;	https://github.com/HangfireIO/Hangfire;	C#;	7;	Redesign the Queues page;	2013-10-05T18:16:42Z;	2013-10-14T11:44:54Z;	2013-08-06T09:43:04Z;
HangfireIO/Hangfire;	https://github.com/HangfireIO/Hangfire;	C#;	8;	Friendly error page on RedisException;	2013-10-05T19:48:03Z;	2013-10-25T14:26:40Z;	2013-08-06T09:43:04Z;
HangfireIO/Hangfire;	https://github.com/HangfireIO/Hangfire;	C#;	9;	Extend job retry functionality;	2013-10-05T19:54:09Z;	2013-10-30T11:15:42Z;	2013-08-06T09:43:04Z;
HangfireIO/Hangfire;	https://github.com/HangfireIO/Hangfire;	C#;	10;	Extend recurring jobs functionality;	2013-10-05T19:55:20Z;	2013-11-01T10:46:43Z;	2013-08-06T09:43:04Z;
dotnet/csharplang;	https://github.com/dotnet/csharplang;	C#;	1;	Async Streams;	2017-01-06T21:21:44Z;	2017-02-01T18:32:55Z;	2016-12-09T01:45:27Z;
dotnet/csharplang;	https://github.com/dotnet/csharplang;	C#;	2;	Finish Design Notes for 2016-11-16;	2017-01-09T23:44:21Z;	2017-01-10T01:27:07Z;	2016-12-09T01:45:27Z;
dotnet/csharplang;	https://github.com/dotnet/csharplang;	C#;	3;	Update nullable-reference-types proposal based on 2016-11-16 design notes;	2017-01-09T23:47:53Z;	None;	2016-12-09T01:45:27Z;
dotnet/csharplang;	https://github.com/dotnet/csharplang;	C#;	4;	Spec fails to say how line numbers are computed.;	2017-01-26T19:06:27Z;	None;	2016-12-09T01:45:27Z;
dotnet/csharplang;	https://github.com/dotnet/csharplang;	C#;	5;	Finish design notes for Jan 11, 2017;	2017-01-27T01:53:16Z;	None;	2016-12-09T01:45:27Z;
dotnet/csharplang;	https://github.com/dotnet/csharplang;	C#;	6;	Finish design notes for Jan 18, 2017;	2017-01-27T01:55:21Z;	None;	2016-12-09T01:45:27Z;
dotnet/csharplang;	https://github.com/dotnet/csharplang;	C#;	8;	Add pre-2015 meeting notes;	2017-01-30T03:55:39Z;	2017-02-09T17:25:10Z;	2016-12-09T01:45:27Z;
dotnet/csharplang;	https://github.com/dotnet/csharplang;	C#;	10;	Add README's to meeting note folders;	2017-02-01T18:37:02Z;	2017-02-10T00:59:25Z;	2016-12-09T01:45:27Z;
dotnet/csharplang;	https://github.com/dotnet/csharplang;	C#;	11;	Clarify rationale for Nullable Reference Types breaking change;	2017-02-01T21:03:03Z;	None;	2016-12-09T01:45:27Z;
dotnet/csharplang;	https://github.com/dotnet/csharplang;	C#;	13;	expression precedence table in introduction missing nameof(x);	2017-02-01T21:24:20Z;	None;	2016-12-09T01:45:27Z;
reactiveui/ReactiveUI;	https://github.com/reactiveui/ReactiveUI;	C#;	1;	Reactive Extensions are one version behind;	2010-06-28T00:46:59Z;	2010-07-01T21:19:22Z;	2010-06-11T05:24:29Z;
reactiveui/ReactiveUI;	https://github.com/reactiveui/ReactiveUI;	C#;	2;	Many classes don't handle exceptions properly;	2010-06-28T00:48:10Z;	2012-04-14T22:21:06Z;	2010-06-11T05:24:29Z;
reactiveui/ReactiveUI;	https://github.com/reactiveui/ReactiveUI;	C#;	3;	Tests don't clean up properly;	2010-06-28T00:57:43Z;	2011-01-14T07:22:41Z;	2010-06-11T05:24:29Z;
reactiveui/ReactiveUI;	https://github.com/reactiveui/ReactiveUI;	C#;	4;	Use Expression<T> to fix INotifyPropertyChanged literals;	2010-09-01T03:56:17Z;	2010-09-19T05:43:06Z;	2010-06-11T05:24:29Z;
reactiveui/ReactiveUI;	https://github.com/reactiveui/ReactiveUI;	C#;	5;	Make code compliant with Framework Design Guidelines styles;	2010-09-10T18:16:55Z;	2011-01-14T07:23:18Z;	2010-06-11T05:24:29Z;
reactiveui/ReactiveUI;	https://github.com/reactiveui/ReactiveUI;	C#;	6;	ObservableAsPropertyHelper raising PropertyChanged on thread other than the UI thread in Silverlight;	2010-10-26T15:15:00Z;	2010-10-26T23:03:08Z;	2010-06-11T05:24:29Z;
reactiveui/ReactiveUI;	https://github.com/reactiveui/ReactiveUI;	C#;	7;	ReactiveCommand constructor is ambiguous;	2010-10-27T16:36:03Z;	2011-01-14T15:22:22Z;	2010-06-11T05:24:29Z;
reactiveui/ReactiveUI;	https://github.com/reactiveui/ReactiveUI;	C#;	8;	There should be an extension method to attach to existing DPs;	2010-11-10T19:16:40Z;	2010-11-15T07:17:00Z;	2010-06-11T05:24:29Z;
reactiveui/ReactiveUI;	https://github.com/reactiveui/ReactiveUI;	C#;	9;	CreateCollection should take an optional selector func;	2010-11-10T19:17:15Z;	2010-11-13T23:59:57Z;	2010-06-11T05:24:29Z;
reactiveui/ReactiveUI;	https://github.com/reactiveui/ReactiveUI;	C#;	10;	Add ReactiveObject.WhenAnyChange helper method;	2010-11-13T00:20:49Z;	2011-01-14T07:23:04Z;	2010-06-11T05:24:29Z;
microsoft/ailab;	https://github.com/microsoft/ailab;	C#;	1;	Your online service seems not working?;	2018-08-30T07:33:35Z;	2018-08-31T06:40:43Z;	2018-07-23T22:40:54Z;
microsoft/ailab;	https://github.com/microsoft/ailab;	C#;	2;	collaboration proposal;	2018-08-31T08:55:10Z;	2018-09-12T22:44:50Z;	2018-07-23T22:40:54Z;
microsoft/ailab;	https://github.com/microsoft/ailab;	C#;	3;	Web.Config;	2018-09-02T19:59:23Z;	None;	2018-07-23T22:40:54Z;
microsoft/ailab;	https://github.com/microsoft/ailab;	C#;	4;	Doesn't recognize simple user form;	2018-09-03T06:31:24Z;	2018-09-06T17:42:17Z;	2018-07-23T22:40:54Z;
microsoft/ailab;	https://github.com/microsoft/ailab;	C#;	5;	Responsive problem ;	2018-09-03T14:26:35Z;	2018-09-12T22:45:31Z;	2018-07-23T22:40:54Z;
microsoft/ailab;	https://github.com/microsoft/ailab;	C#;	7;	CustomVision client failed to initialize. (<ObjectDetectionProjectName> Not Found.);	2018-09-04T07:46:39Z;	None;	2018-07-23T22:40:54Z;
microsoft/ailab;	https://github.com/microsoft/ailab;	C#;	8;	in 90deg,photo can not recognized;	2018-09-06T04:10:47Z;	2018-09-19T02:45:17Z;	2018-07-23T22:40:54Z;
microsoft/ailab;	https://github.com/microsoft/ailab;	C#;	9;	Is it possible to use ML.NET to implement the AI part?;	2018-09-06T04:27:46Z;	None;	2018-07-23T22:40:54Z;
microsoft/ailab;	https://github.com/microsoft/ailab;	C#;	10;	Could you support a well designed picture?;	2018-09-06T07:17:56Z;	2018-09-12T22:41:58Z;	2018-07-23T22:40:54Z;
microsoft/ailab;	https://github.com/microsoft/ailab;	C#;	11;	Error when uploading image;	2018-09-06T11:04:38Z;	2018-09-06T17:39:31Z;	2018-07-23T22:40:54Z;
bitwarden/server;	https://github.com/bitwarden/server;	C#;	1;	Identity Server ;	2016-08-28T05:19:40Z;	2017-02-24T00:36:03Z;	2015-11-23T23:45:33Z;
bitwarden/server;	https://github.com/bitwarden/server;	C#;	2;	Password Requirements Validation;	2016-10-02T03:24:19Z;	2016-10-04T01:41:35Z;	2015-11-23T23:45:33Z;
bitwarden/server;	https://github.com/bitwarden/server;	C#;	3;	.NET Core Runtime;	2016-10-09T02:30:57Z;	2017-08-18T22:33:06Z;	2015-11-23T23:45:33Z;
bitwarden/server;	https://github.com/bitwarden/server;	C#;	4;	Licence;	2016-10-10T12:49:09Z;	2016-10-10T23:14:58Z;	2015-11-23T23:45:33Z;
bitwarden/server;	https://github.com/bitwarden/server;	C#;	5;	Email 2-step Authentification;	2016-10-10T13:23:21Z;	2017-07-01T13:19:22Z;	2015-11-23T23:45:33Z;
bitwarden/server;	https://github.com/bitwarden/server;	C#;	6;	LDAP authentication?;	2016-10-10T18:16:28Z;	2016-10-12T22:07:06Z;	2015-11-23T23:45:33Z;
bitwarden/server;	https://github.com/bitwarden/server;	C#;	7;	Email for Logging In is Case Sensitive;	2016-10-10T20:16:06Z;	2016-10-11T22:29:08Z;	2015-11-23T23:45:33Z;
bitwarden/server;	https://github.com/bitwarden/server;	C#;	9;	Subfolders;	2016-10-11T13:38:01Z;	2018-03-08T16:14:19Z;	2015-11-23T23:45:33Z;
bitwarden/server;	https://github.com/bitwarden/server;	C#;	10;	Support for other database vendors;	2016-10-11T16:37:33Z;	2016-10-12T22:01:54Z;	2015-11-23T23:45:33Z;
bitwarden/server;	https://github.com/bitwarden/server;	C#;	11;	Support for complex multi-field logins;	2016-10-12T15:52:02Z;	2018-03-09T18:11:27Z;	2015-11-23T23:45:33Z;
Sonarr/Sonarr;	https://github.com/Sonarr/Sonarr;	C#;	1;	Folders starting with underscore not supported;	2012-01-13T04:37:49Z;	2013-08-01T00:32:09Z;	2011-09-27T05:57:16Z;
Sonarr/Sonarr;	https://github.com/Sonarr/Sonarr;	C#;	2;	Mysterious, unnamed field;	2012-01-13T05:12:34Z;	2012-01-14T19:30:16Z;	2011-09-27T05:57:16Z;
Sonarr/Sonarr;	https://github.com/Sonarr/Sonarr;	C#;	3;	Cut-off value in drop down 'not saved';	2012-01-13T11:11:26Z;	2012-01-14T19:30:16Z;	2011-09-27T05:57:16Z;
Sonarr/Sonarr;	https://github.com/Sonarr/Sonarr;	C#;	4;	API limits;	2012-01-13T22:58:25Z;	2013-08-01T00:32:09Z;	2011-09-27T05:57:16Z;
Sonarr/Sonarr;	https://github.com/Sonarr/Sonarr;	C#;	5;	Up.All.Night.2011.S01E12;	2012-01-14T12:01:06Z;	2012-01-14T20:56:15Z;	2011-09-27T05:57:16Z;
Sonarr/Sonarr;	https://github.com/Sonarr/Sonarr;	C#;	6;	Marking an episode as complete so it is not flagged as missing when deleted;	2012-01-14T12:05:15Z;	2013-08-01T00:32:09Z;	2011-09-27T05:57:16Z;
Sonarr/Sonarr;	https://github.com/Sonarr/Sonarr;	C#;	14;	Disable 'Seasons Folder' in renaming;	2012-03-19T19:03:46Z;	2012-03-19T19:18:59Z;	2011-09-27T05:57:16Z;
Sonarr/Sonarr;	https://github.com/Sonarr/Sonarr;	C#;	15;	website is down;	2012-04-09T15:41:50Z;	2013-08-01T00:32:09Z;	2011-09-27T05:57:16Z;
Sonarr/Sonarr;	https://github.com/Sonarr/Sonarr;	C#;	16;	Missing Tab page error;	2012-05-10T07:50:17Z;	2013-08-01T00:32:09Z;	2011-09-27T05:57:16Z;
Sonarr/Sonarr;	https://github.com/Sonarr/Sonarr;	C#;	17;	Error searching TheTVDB, please try again later.;	2012-10-05T01:56:08Z;	2012-10-05T12:11:59Z;	2011-09-27T05:57:16Z;
FluentValidation/FluentValidation;	https://github.com/FluentValidation/FluentValidation;	C#;	49;	Values that exceed max int do not show validation in ValidationSummary;	2015-04-06T09:17:39Z;	2015-04-07T07:37:51Z;	2009-12-20T19:17:03Z;
FluentValidation/FluentValidation;	https://github.com/FluentValidation/FluentValidation;	C#;	51;	Universal app 8.1 release build resources not found;	2015-04-10T08:39:29Z;	2017-12-07T18:38:47Z;	2009-12-20T19:17:03Z;
FluentValidation/FluentValidation;	https://github.com/FluentValidation/FluentValidation;	C#;	52;	WebApi-signed missing dependency Microsoft.AspNet.WebApi.Core;	2015-04-13T15:19:09Z;	2015-05-29T15:07:12Z;	2009-12-20T19:17:03Z;
FluentValidation/FluentValidation;	https://github.com/FluentValidation/FluentValidation;	C#;	53;	Get the validated viewmodel inside the validator;	2015-04-13T18:31:17Z;	2015-05-29T15:05:12Z;	2009-12-20T19:17:03Z;
FluentValidation/FluentValidation;	https://github.com/FluentValidation/FluentValidation;	C#;	54;	MVC 5 Dropdown using NHibernate and FluentValidation;	2015-04-14T13:16:22Z;	2015-04-14T13:25:03Z;	2009-12-20T19:17:03Z;
FluentValidation/FluentValidation;	https://github.com/FluentValidation/FluentValidation;	C#;	55;	how inject or find validators by entity type?;	2015-04-17T18:46:44Z;	2015-05-29T15:05:35Z;	2009-12-20T19:17:03Z;
FluentValidation/FluentValidation;	https://github.com/FluentValidation/FluentValidation;	C#;	56;	ObjectGraph not entirely validated with WebAPI;	2015-04-22T08:53:07Z;	2016-06-06T11:25:54Z;	2009-12-20T19:17:03Z;
FluentValidation/FluentValidation;	https://github.com/FluentValidation/FluentValidation;	C#;	57;	Visual Studio tries to locate PrimitiveExtensions.cs;	2015-04-23T05:55:32Z;	2015-04-23T05:58:32Z;	2009-12-20T19:17:03Z;
FluentValidation/FluentValidation;	https://github.com/FluentValidation/FluentValidation;	C#;	58;	IValidatorInterceptor for WebApi;	2015-04-23T14:30:12Z;	2015-04-24T14:23:37Z;	2009-12-20T19:17:03Z;
FluentValidation/FluentValidation;	https://github.com/FluentValidation/FluentValidation;	C#;	60;	Will there be a DNX Core 5 version of this library created?;	2015-05-02T22:10:30Z;	2016-06-06T11:26:51Z;	2009-12-20T19:17:03Z;
dotnet/BenchmarkDotNet;	https://github.com/dotnet/BenchmarkDotNet;	C#;	1;	Missing final tick reporting;	2013-10-01T15:53:55Z;	2013-10-01T18:22:58Z;	2013-08-18T06:17:48Z;
dotnet/BenchmarkDotNet;	https://github.com/dotnet/BenchmarkDotNet;	C#;	2;	NUnit integration;	2013-10-01T16:28:40Z;	2013-10-02T17:27:37Z;	2013-08-18T06:17:48Z;
dotnet/BenchmarkDotNet;	https://github.com/dotnet/BenchmarkDotNet;	C#;	4;	Cleanup is not done;	2014-10-22T09:41:10Z;	2014-12-11T20:33:52Z;	2013-08-18T06:17:48Z;
dotnet/BenchmarkDotNet;	https://github.com/dotnet/BenchmarkDotNet;	C#;	5;	Parallel.For in benchmark;	2014-12-30T13:47:53Z;	2016-02-09T18:35:57Z;	2013-08-18T06:17:48Z;
dotnet/BenchmarkDotNet;	https://github.com/dotnet/BenchmarkDotNet;	C#;	6;	Win32Exception when trying to benchmark;	2015-05-16T00:16:59Z;	2015-06-10T06:42:58Z;	2013-08-18T06:17:48Z;
dotnet/BenchmarkDotNet;	https://github.com/dotnet/BenchmarkDotNet;	C#;	7;	Add Setup attribute;	2015-05-20T12:39:50Z;	2015-09-01T13:07:55Z;	2013-08-18T06:17:48Z;
dotnet/BenchmarkDotNet;	https://github.com/dotnet/BenchmarkDotNet;	C#;	8;	Add Params attribute;	2015-05-20T12:40:03Z;	2015-11-12T00:00:55Z;	2013-08-18T06:17:48Z;
dotnet/BenchmarkDotNet;	https://github.com/dotnet/BenchmarkDotNet;	C#;	9;	TaskAttribute name is ambigous;	2015-06-08T14:35:40Z;	2015-07-30T09:16:46Z;	2013-08-18T06:17:48Z;
dotnet/BenchmarkDotNet;	https://github.com/dotnet/BenchmarkDotNet;	C#;	10;	Error when executing: The system cannot find the file specified;	2015-06-08T19:13:24Z;	2015-06-09T19:29:12Z;	2013-08-18T06:17:48Z;
dotnet/BenchmarkDotNet;	https://github.com/dotnet/BenchmarkDotNet;	C#;	14;	Add JIT benchmarks for struct promotion;	2015-07-15T09:24:25Z;	2016-07-08T09:12:11Z;	2013-08-18T06:17:48Z;
JustArchiNET/ArchiSteamFarm;	https://github.com/JustArchiNET/ArchiSteamFarm;	C#;	1;	Only unlimited accounts join group-chat;	2015-11-01T12:01:50Z;	2015-11-04T02:59:24Z;	2015-10-25T05:12:33Z;
JustArchiNET/ArchiSteamFarm;	https://github.com/JustArchiNET/ArchiSteamFarm;	C#;	2;	Wrong error-message (Incorrect password);	2015-11-01T12:14:32Z;	2015-11-03T08:36:31Z;	2015-10-25T05:12:33Z;
JustArchiNET/ArchiSteamFarm;	https://github.com/JustArchiNET/ArchiSteamFarm;	C#;	3;	Asking for SG-Code multiple times;	2015-11-01T12:19:04Z;	2015-11-01T15:07:20Z;	2015-10-25T05:12:33Z;
JustArchiNET/ArchiSteamFarm;	https://github.com/JustArchiNET/ArchiSteamFarm;	C#;	9;	Add option to config, so bots never disconnect;	2015-11-02T17:31:07Z;	2015-11-03T08:36:08Z;	2015-10-25T05:12:33Z;
JustArchiNET/ArchiSteamFarm;	https://github.com/JustArchiNET/ArchiSteamFarm;	C#;	10;	Stop spamming the Steam-Servers (change Interval);	2015-11-02T17:39:13Z;	2015-11-08T21:22:01Z;	2015-10-25T05:12:33Z;
JustArchiNET/ArchiSteamFarm;	https://github.com/JustArchiNET/ArchiSteamFarm;	C#;	12;	SteamGuard-Code Input (empty);	2015-11-04T16:48:32Z;	2015-11-04T17:18:20Z;	2015-10-25T05:12:33Z;
JustArchiNET/ArchiSteamFarm;	https://github.com/JustArchiNET/ArchiSteamFarm;	C#;	13;	Farming wont work;	2015-11-07T23:43:16Z;	2015-11-07T23:48:40Z;	2015-10-25T05:12:33Z;
JustArchiNET/ArchiSteamFarm;	https://github.com/JustArchiNET/ArchiSteamFarm;	C#;	16;	Add option for idling behavior;	2015-11-20T11:26:21Z;	2015-11-25T15:54:25Z;	2015-10-25T05:12:33Z;
JustArchiNET/ArchiSteamFarm;	https://github.com/JustArchiNET/ArchiSteamFarm;	C#;	17;	Invitations to groups;	2015-11-21T23:05:07Z;	2016-04-29T21:48:33Z;	2015-10-25T05:12:33Z;
JustArchiNET/ArchiSteamFarm;	https://github.com/JustArchiNET/ArchiSteamFarm;	C#;	18;	Receive and activate Gifts;	2015-11-21T23:05:54Z;	2016-03-27T21:07:11Z;	2015-10-25T05:12:33Z;
microsoft/VFSForGit;	https://github.com/microsoft/VFSForGit;	C#;	1;	Solving IDE indexing question;	2017-02-03T11:45:16Z;	2017-02-06T05:30:52Z;	2017-01-25T21:10:29Z;
microsoft/VFSForGit;	https://github.com/microsoft/VFSForGit;	C#;	2;	How GVFS works;	2017-02-03T14:41:05Z;	2018-06-11T19:43:41Z;	2017-01-25T21:10:29Z;
microsoft/VFSForGit;	https://github.com/microsoft/VFSForGit;	C#;	4;	Make GVFS available for Linux and macOS;	2017-02-03T14:55:03Z;	2018-06-11T19:41:18Z;	2017-01-25T21:10:29Z;
microsoft/VFSForGit;	https://github.com/microsoft/VFSForGit;	C#;	5;	Where is GvFlt filter driver source code?;	2017-02-03T17:31:59Z;	2017-02-22T17:20:05Z;	2017-01-25T21:10:29Z;
microsoft/VFSForGit;	https://github.com/microsoft/VFSForGit;	C#;	6;	GVFS requires a OS downgrade to use;	2017-02-03T18:53:48Z;	2017-02-06T05:29:14Z;	2017-01-25T21:10:29Z;
microsoft/VFSForGit;	https://github.com/microsoft/VFSForGit;	C#;	7;	GVfs name is already taken;	2017-02-03T19:58:02Z;	2017-02-15T16:05:08Z;	2017-01-25T21:10:29Z;
microsoft/VFSForGit;	https://github.com/microsoft/VFSForGit;	C#;	8;	Could not build if System Locale is not English.;	2017-02-03T21:14:33Z;	2018-11-15T22:11:49Z;	2017-01-25T21:10:29Z;
microsoft/VFSForGit;	https://github.com/microsoft/VFSForGit;	C#;	9;	EEE again ?;	2017-02-03T21:29:58Z;	2017-02-06T19:54:50Z;	2017-01-25T21:10:29Z;
microsoft/VFSForGit;	https://github.com/microsoft/VFSForGit;	C#;	11;	Hydrated?;	2017-02-05T15:51:14Z;	2017-02-06T05:38:27Z;	2017-01-25T21:10:29Z;
microsoft/VFSForGit;	https://github.com/microsoft/VFSForGit;	C#;	12;	Use open formats please;	2017-02-06T04:11:18Z;	2017-06-27T14:30:38Z;	2017-01-25T21:10:29Z;
duplicati/duplicati;	https://github.com/duplicati/duplicati;	C#;	1;	Add filter option to backups;	2014-08-05T08:47:26Z;	2014-08-05T08:47:27Z;	2014-08-05T08:28:16Z;
duplicati/duplicati;	https://github.com/duplicati/duplicati;	C#;	2;	Improve FTP dialog;	2014-08-05T08:47:28Z;	2014-08-05T08:47:30Z;	2014-08-05T08:28:16Z;
duplicati/duplicati;	https://github.com/duplicati/duplicati;	C#;	3;	Add option to only check files modification timestamp, to avoid scanning each file;	2014-08-05T08:47:31Z;	2014-08-05T08:47:34Z;	2014-08-05T08:28:16Z;
duplicati/duplicati;	https://github.com/duplicati/duplicati;	C#;	4;	Compating incrementals / Synthetic backups;	2014-08-05T08:47:34Z;	2014-08-05T08:47:42Z;	2014-08-05T08:28:16Z;
duplicati/duplicati;	https://github.com/duplicati/duplicati;	C#;	5;	Be more precise in obeying the volume and size limits;	2014-08-05T08:47:42Z;	2014-08-05T08:47:46Z;	2014-08-05T08:28:16Z;
duplicati/duplicati;	https://github.com/duplicati/duplicati;	C#;	6;	Allow only one instance of Duplicati;	2014-08-05T08:47:47Z;	2014-08-05T08:47:49Z;	2014-08-05T08:28:16Z;
duplicati/duplicati;	https://github.com/duplicati/duplicati;	C#;	7;	Add a progress bar in the status window;	2014-08-05T08:47:49Z;	2014-08-05T08:47:51Z;	2014-08-05T08:28:16Z;
duplicati/duplicati;	https://github.com/duplicati/duplicati;	C#;	8;	Modified files count as if they were new files as well;	2014-08-05T08:47:52Z;	2014-08-05T08:47:53Z;	2014-08-05T08:28:16Z;
duplicati/duplicati;	https://github.com/duplicati/duplicati;	C#;	9;	Separate the GUI frontend, and allow Duplicati to run as a service;	2014-08-05T08:47:54Z;	2015-02-10T10:10:00Z;	2014-08-05T08:28:16Z;
duplicati/duplicati;	https://github.com/duplicati/duplicati;	C#;	10;	Add Pause, Stop and Resume options for backups;	2014-08-05T08:48:16Z;	2014-08-05T08:48:19Z;	2014-08-05T08:28:16Z;
ThreeMammals/Ocelot;	https://github.com/ThreeMammals/Ocelot;	C#;	1;	Support some king of caching so we don't have to hit services;	2016-06-30T07:47:11Z;	2016-10-12T18:40:20Z;	2016-06-29T20:35:24Z;
ThreeMammals/Ocelot;	https://github.com/ThreeMammals/Ocelot;	C#;	2;	Able to Parse JWT and strip claims then forward to internal services;	2016-06-30T07:47:46Z;	2016-10-12T18:40:20Z;	2016-06-29T20:35:24Z;
